Time,J1,J2,J3,J4,J5,J6,TCP_X,TCP_Y,TCP_Z
0.2580,-0.0359,-1.6910,3.1692,0.0055,-2.0280,0.0303,-0.0050,0.0345,1.4520
0.2590,-0.0359,-1.6965,3.1805,0.0055,-2.0337,0.0304,-0.0050,0.0345,1.4520
0.2600,-0.0360,-1.7020,3.1918,0.0055,-2.0394,0.0304,-0.0050,0.0345,1.4520
0.2610,-0.0360,-1.7075,3.2030,0.0055,-2.0451,0.0305,-0.0050,0.0345,1.4520
0.2620,-0.0361,-1.7130,3.2142,0.0055,-2.0508,0.0306,-0.0050,0.0345,1.4520
0.2630,-0.0361,-1.7184,3.2254,0.0055,-2.0565,0.0306,-0.0050,0.0345,1.4520
0.2640,-0.0362,-1.7239,3.2366,0.0055,-2.0622,0.0307,-0.0050,0.0345,1.4520
0.2650,-0.0362,-1.7293,3.2477,0.0055,-2.0678,0.0307,-0.0050,0.0345,1.4520
0.2660,-0.0363,-1.7347,3.2588,0.0055,-2.0735,0.0308,-0.0050,0.0345,1.4520
0.2670,-0.0363,-1.7402,3.2699,0.0055,-2.0791,0.0308,-0.0050,0.0345,1.4520
0.2680,-0.0364,-1.7456,3.2810,0.0055,-2.0847,0.0309,-0.0050,0.0345,1.4520
0.2690,-0.0364,-1.7509,3.2921,0.0055,-2.0903,0.0309,-0.0050,0.0345,1.4520
0.2700,-0.0365,-1.7563,3.3031,0.0055,-2.0959,0.0310,-0.0051,0.0345,1.4520
0.2710,-0.0365,-1.7617,3.3141,0.0055,-2.1015,0.0310,-0.0051,0.0345,1.4520
0.2720,-0.0366,-1.7671,3.3251,0.0055,-2.1071,0.0311,-0.0051,0.0345,1.4520
0.2730,-0.0366,-1.7724,3.3360,0.0055,-2.1126,0.0311,-0.0051,0.0345,1.4520
0.2740,-0.0367,-1.7777,3.3470,0.0055,-2.1182,0.0312,-0.0051,0.0345,1.4520
0.2750,-0.0367,-1.7831,3.3579,0.0055,-2.1237,0.0312,-0.0051,0.0345,1.4520
0.2760,-0.0368,-1.7883,3.3686,0.0055,-2.1290,0.0313,-0.0051,0.0345,1.4520
0.2770,-0.0368,-1.7934,3.3792,0.0055,-2.1341,0.0313,-0.0051,0.0345,1.4520
0.2780,-0.0369,-1.7983,3.3896,0.0055,-2.1390,0.0314,-0.0051,0.0345,1.4520
0.2790,-0.0369,-1.8032,3.3998,0.0055,-2.1436,0.0314,-0.0051,0.0345,1.4520
0.2800,-0.0370,-1.8079,3.4098,0.0055,-2.1480,0.0314,-0.0051,0.0345,1.4520
0.2810,-0.0370,-1.8125,3.4196,0.0055,-2.1525,0.0315,-0.0051,0.0345,1.4520
0.2820,-0.0371,-1.8170,3.4293,0.0055,-2.1569,0.0315,-0.0051,0.0345,1.4520
0.2830,-0.0371,-1.8214,3.4388,0.0056,-2.1614,0.0316,-0.0051,0.0345,1.4520
0.2840,-0.0372,-1.8257,3.4481,0.0056,-2.1658,0.0316,-0.0051,0.0345,1.4520
0.2850,-0.0372,-1.8300,3.4572,0.0056,-2.1703,0.0317,-0.0051,0.0345,1.4520
0.2860,-0.0373,-1.8344,3.4661,0.0056,-2.1747,0.0317,-0.0051,0.0345,1.4520
0.2870,-0.0373,-1.8387,3.4749,0.0056,-2.1791,0.0317,-0.0051,0.0345,1.4519
0.2880,-0.0373,-1.8430,3.4837,0.0056,-2.1836,0.0318,-0.0051,0.0345,1.4519
0.2890,-0.0374,-1.8473,3.4925,0.0056,-2.1880,0.0318,-0.0051,0.0345,1.4519
0.2900,-0.0374,-1.8517,3.5013,0.0056,-2.1924,0.0319,-0.0051,0.0345,1.4519
0.2910,-0.0375,-1.8560,3.5101,0.0056,-2.1968,0.0319,-0.0051,0.0345,1.4519
0.2920,-0.0375,-1.8603,3.5189,0.0056,-2.2012,0.0320,-0.0051,0.0345,1.4519
0.2930,-0.0376,-1.8646,3.5276,0.0056,-2.2056,0.0320,-0.0051,0.0345,1.4519
0.2940,-0.0376,-1.8689,3.5364,0.0056,-2.2100,0.0320,-0.0051,0.0345,1.4519
0.2950,-0.0377,-1.8732,3.5451,0.0056,-2.2144,0.0321,-0.0051,0.0345,1.4519
0.2960,-0.0377,-1.8775,3.5539,0.0056,-2.2188,0.0321,-0.0051,0.0345,1.4519
0.2970,-0.0377,-1.8818,3.5626,0.0056,-2.2232,0.0322,-0.0051,0.0345,1.4519
0.2980,-0.0378,-1.8861,3.5713,0.0056,-2.2276,0.0322,-0.0051,0.0345,1.4519
0.2990,-0.0378,-1.8903,3.5800,0.0056,-2.2319,0.0322,-0.0051,0.0345,1.4519
0.3000,-0.0379,-1.8946,3.5887,0.0056,-2.2363,0.0323,-0.0051,0.0345,1.4519
0.3010,-0.0379,-1.8989,3.5974,0.0056,-2.2407,0.0323,-0.0051,0.0345,1.4519
0.3020,-0.0380,-1.9032,3.6061,0.0056,-2.2450,0.0324,-0.0051,0.0345,1.4519
0.3030,-0.0380,-1.9074,3.6148,0.0056,-2.2494,0.0324,-0.0051,0.0345,1.4519
0.3040,-0.0380,-1.9117,3.6235,0.0056,-2.2537,0.0324,-0.0051,0.0345,1.4519
0.3050,-0.0381,-1.9159,3.6321,0.0056,-2.2581,0.0325,-0.0051,0.0345,1.4519
0.3060,-0.0381,-1.9202,3.6408,0.0056,-2.2624,0.0325,-0.0051,0.0345,1.4519
0.3070,-0.0382,-1.9245,3.6494,0.0056,-2.2668,0.0326,-0.0051,0.0345,1.4519
0.3080,-0.0382,-1.9287,3.6581,0.0056,-2.2711,0.0326,-0.0051,0.0345,1.4519
0.3090,-0.0383,-1.9329,3.6667,0.0056,-2.2755,0.0326,-0.0051,0.0345,1.4519
0.3100,-0.0383,-1.9372,3.6753,0.0056,-2.2798,0.0327,-0.0051,0.0345,1.4519
0.3110,-0.0383,-1.9414,3.6839,0.0056,-2.2841,0.0327,-0.0051,0.0345,1.4519
0.3120,-0.0384,-1.9456,3.6925,0.0056,-2.2884,0.0328,-0.0051,0.0345,1.4519
0.3130,-0.0384,-1.9499,3.7011,0.0056,-2.2928,0.0328,-0.0051,0.0345,1.4519
0.3140,-0.0385,-1.9541,3.7097,0.0056,-2.2971,0.0328,-0.0051,0.0345,1.4519
0.3150,-0.0385,-1.9583,3.7183,0.0056,-2.3014,0.0329,-0.0051,0.0345,1.4519
0.3160,-0.0385,-1.9625,3.7269,0.0056,-2.3057,0.0329,-0.0051,0.0345,1.4519
0.3170,-0.0386,-1.9667,3.7354,0.0056,-2.3100,0.0330,-0.0051,0.0345,1.4519
0.3180,-0.0386,-1.9710,3.7440,0.0056,-2.3143,0.0330,-0.0051,0.0345,1.4519
0.3190,-0.0387,-1.9752,3.7526,0.0056,-2.3186,0.0330,-0.0052,0.0345,1.4519
0.3200,-0.0387,-1.9794,3.7611,0.0056,-2.3228,0.0331,-0.0052,0.0345,1.4519
0.3210,-0.0387,-1.9836,3.7696,0.0056,-2.3271,0.0331,-0.0052,0.0345,1.4519
0.3220,-0.0388,-1.9877,3.7782,0.0056,-2.3314,0.0332,-0.0052,0.0345,1.4518
0.3230,-0.0388,-1.9919,3.7867,0.0056,-2.3357,0.0332,-0.0052,0.0345,1.4518
0.3240,-0.0389,-1.9961,3.7952,0.0056,-2.3399,0.0332,-0.0052,0.0345,1.4518
0.3250,-0.0389,-2.0003,3.8037,0.0056,-2.3442,0.0333,-0.0052,0.0345,1.4518
0.3260,-0.0389,-2.0045,3.8122,0.0056,-2.3485,0.0333,-0.0052,0.0345,1.4518
0.3270,-0.0390,-2.0086,3.8206,0.0056,-2.3527,0.0333,-0.0052,0.0345,1.4518
0.3280,-0.0390,-2.0128,3.8291,0.0056,-2.3570,0.0334,-0.0052,0.0345,1.4518
0.3290,-0.0391,-2.0170,3.8376,0.0056,-2.3612,0.0334,-0.0052,0.0345,1.4518
0.3300,-0.0391,-2.0211,3.8460,0.0056,-2.3655,0.0335,-0.0052,0.0345,1.4518
0.3310,-0.0391,-2.0253,3.8545,0.0056,-2.3697,0.0335,-0.0052,0.0345,1.4518
0.3320,-0.0392,-2.0294,3.8629,0.0056,-2.3739,0.0335,-0.0052,0.0345,1.4518
0.3330,-0.0392,-2.0336,3.8714,0.0057,-2.3782,0.0336,-0.0052,0.0345,1.4518
0.3340,-0.0393,-2.0377,3.8798,0.0057,-2.3824,0.0336,-0.0052,0.0345,1.4518
0.3350,-0.0393,-2.0419,3.8882,0.0057,-2.3866,0.0336,-0.0052,0.0345,1.4518
0.3360,-0.0393,-2.0460,3.8966,0.0057,-2.3908,0.0337,-0.0052,0.0345,1.4518
0.3370,-0.0394,-2.0502,3.9050,0.0057,-2.3950,0.0337,-0.0052,0.0345,1.4518
0.3380,-0.0394,-2.0543,3.9134,0.0057,-2.3993,0.0338,-0.0052,0.0345,1.4518
0.3390,-0.0394,-2.0584,3.9218,0.0057,-2.4035,0.0338,-0.0052,0.0345,1.4518
0.3400,-0.0395,-2.0625,3.9302,0.0057,-2.4077,0.0338,-0.0052,0.0345,1.4518
0.3410,-0.0395,-2.0666,3.9385,0.0057,-2.4119,0.0339,-0.0052,0.0345,1.4518
0.3420,-0.0396,-2.0708,3.9469,0.0057,-2.4160,0.0339,-0.0052,0.0345,1.4518
0.3430,-0.0396,-2.0749,3.9552,0.0057,-2.4202,0.0339,-0.0052,0.0345,1.4518
0.3440,-0.0396,-2.0790,3.9636,0.0057,-2.4244,0.0340,-0.0052,0.0345,1.4518
0.3450,-0.0397,-2.0831,3.9719,0.0057,-2.4286,0.0340,-0.0052,0.0345,1.4518
0.3460,-0.0397,-2.0872,3.9802,0.0057,-2.4328,0.0341,-0.0052,0.0345,1.4518
0.3470,-0.0397,-2.0913,3.9886,0.0057,-2.4369,0.0341,-0.0052,0.0345,1.4518
0.3480,-0.0398,-2.0954,3.9969,0.0057,-2.4411,0.0341,-0.0052,0.0345,1.4518
0.3490,-0.0398,-2.0994,4.0052,0.0057,-2.4453,0.0342,-0.0052,0.0345,1.4518
0.3500,-0.0399,-2.1035,4.0135,0.0057,-2.4494,0.0342,-0.0052,0.0345,1.4518
0.3510,-0.0399,-2.1076,4.0218,0.0057,-2.4536,0.0342,-0.0052,0.0345,1.4518
0.3520,-0.0399,-2.1117,4.0300,0.0057,-2.4577,0.0343,-0.0052,0.0345,1.4518
0.3530,-0.0400,-2.1158,4.0383,0.0057,-2.4619,0.0343,-0.0053,0.0345,1.4518
0.3540,-0.0400,-2.1198,4.0466,0.0057,-2.4660,0.0343,-0.0053,0.0345,1.4518
0.3550,-0.0400,-2.1239,4.0548,0.0057,-2.4701,0.0344,-0.0053,0.0345,1.4518
0.3560,-0.0401,-2.1279,4.0631,0.0057,-2.4743,0.0344,-0.0053,0.0345,1.4517
0.3570,-0.0401,-2.1320,4.0713,0.0057,-2.4784,0.0344,-0.0053,0.0345,1.4517
0.3580,-0.0401,-2.1360,4.0795,0.0057,-2.4825,0.0345,-0.0053,0.0345,1.4517
0.3590,-0.0402,-2.1401,4.0877,0.0057,-2.4866,0.0345,-0.0053,0.0345,1.4517
0.3600,-0.0402,-2.1441,4.0960,0.0057,-2.4907,0.0346,-0.0053,0.0345,1.4517
0.3610,-0.0402,-2.1482,4.1042,0.0057,-2.4948,0.0346,-0.0053,0.0345,1.4517
0.3620,-0.0403,-2.1522,4.1123,0.0057,-2.4990,0.0346,-0.0053,0.0345,1.4517
0.3630,-0.0403,-2.1562,4.1205,0.0057,-2.5031,0.0347,-0.0053,0.0345,1.4517
0.3640,-0.0404,-2.1603,4.1287,0.0057,-2.5072,0.0347,-0.0053,0.0345,1.4517
0.3650,-0.0404,-2.1643,4.1369,0.0057,-2.5112,0.0347,-0.0053,0.0345,1.4517
0.3660,-0.0404,-2.1683,4.1450,0.0057,-2.5153,0.0348,-0.0053,0.0345,1.4517
0.3670,-0.0405,-2.1723,4.1532,0.0057,-2.5194,0.0348,-0.0053,0.0345,1.4517
0.3680,-0.0405,-2.1764,4.1614,0.0057,-2.5235,0.0348,-0.0053,0.0345,1.4517
0.3690,-0.0405,-2.1804,4.1695,0.0057,-2.5276,0.0349,-0.0053,0.0345,1.4517
0.3700,-0.0406,-2.1844,4.1776,0.0057,-2.5316,0.0349,-0.0053,0.0345,1.4517
0.3710,-0.0406,-2.1884,4.1857,0.0057,-2.5357,0.0349,-0.0053,0.0345,1.4517
0.3720,-0.0406,-2.1924,4.1939,0.0057,-2.5398,0.0350,-0.0053,0.0345,1.4517
0.3730,-0.0407,-2.1964,4.2020,0.0057,-2.5438,0.0350,-0.0053,0.0345,1.4517
0.3740,-0.0407,-2.2003,4.2101,0.0057,-2.5479,0.0350,-0.0053,0.0345,1.4517
0.3750,-0.0407,-2.2043,4.2182,0.0057,-2.5519,0.0351,-0.0053,0.0345,1.4517
0.3760,-0.0408,-2.2083,4.2262,0.0057,-2.5560,0.0351,-0.0053,0.0345,1.4517
0.3770,-0.0408,-2.2123,4.2343,0.0057,-2.5600,0.0351,-0.0053,0.0345,1.4517
0.3780,-0.0408,-2.2163,4.2424,0.0057,-2.5641,0.0352,-0.0053,0.0345,1.4517
0.3790,-0.0409,-2.2202,4.2504,0.0057,-2.5681,0.0352,-0.0053,0.0345,1.4517
0.3800,-0.0409,-2.2242,4.2585,0.0057,-2.5721,0.0352,-0.0053,0.0345,1.4517
0.3810,-0.0409,-2.2282,4.2665,0.0057,-2.5761,0.0353,-0.0053,0.0345,1.4517
0.3820,-0.0410,-2.2321,4.2746,0.0057,-2.5802,0.0353,-0.0053,0.0345,1.4517
0.3830,-0.0410,-2.2361,4.2826,0.0057,-2.5842,0.0353,-0.0053,0.0345,1.4517
0.3840,-0.0410,-2.2400,4.2906,0.0057,-2.5882,0.0354,-0.0053,0.0345,1.4517
0.3850,-0.0411,-2.2440,4.2986,0.0057,-2.5922,0.0354,-0.0053,0.0345,1.4517
0.3860,-0.0411,-2.2479,4.3066,0.0057,-2.5962,0.0354,-0.0053,0.0345,1.4517
0.3870,-0.0411,-2.2519,4.3146,0.0057,-2.6002,0.0355,-0.0054,0.0345,1.4517
0.3880,-0.0412,-2.2558,4.3226,0.0057,-2.6042,0.0355,-0.0054,0.0345,1.4517
0.3890,-0.0412,-2.2597,4.3306,0.0057,-2.6082,0.0355,-0.0054,0.0345,1.4516
0.3900,-0.0412,-2.2637,4.3386,0.0057,-2.6122,0.0356,-0.0054,0.0345,1.4516
0.3910,-0.0413,-2.2676,4.3465,0.0057,-2.6162,0.0356,-0.0054,0.0345,1.4516
0.3920,-0.0413,-2.2715,4.3545,0.0057,-2.6201,0.0356,-0.0054,0.0345,1.4516
0.3930,-0.0413,-2.2754,4.3624,0.0057,-2.6241,0.0357,-0.0054,0.0345,1.4516
0.3940,-0.0413,-2.2794,4.3704,0.0057,-2.6281,0.0357,-0.0054,0.0345,1.4516
0.3950,-0.0414,-2.2833,4.3783,0.0057,-2.6321,0.0357,-0.0054,0.0345,1.4516
0.3960,-0.0414,-2.2872,4.3862,0.0057,-2.6360,0.0358,-0.0054,0.0345,1.4516
0.3970,-0.0414,-2.2911,4.3941,0.0057,-2.6400,0.0358,-0.0054,0.0345,1.4516
0.3980,-0.0415,-2.2950,4.4020,0.0057,-2.6439,0.0358,-0.0054,0.0345,1.4516
0.3990,-0.0415,-2.2989,4.4099,0.0057,-2.6479,0.0359,-0.0054,0.0345,1.4516
0.4000,-0.0415,-2.3028,4.4178,0.0057,-2.6518,0.0359,-0.0054,0.0345,1.4516
0.4010,-0.0416,-2.3067,4.4257,0.0057,-2.6558,0.0359,-0.0054,0.0345,1.4516
0.4020,-0.0416,-2.3105,4.4336,0.0057,-2.6597,0.0359,-0.0054,0.0345,1.4516
0.4030,-0.0416,-2.3144,4.4415,0.0057,-2.6636,0.0360,-0.0054,0.0345,1.4516
0.4040,-0.0417,-2.3183,4.4493,0.0057,-2.6676,0.0360,-0.0054,0.0345,1.4516
0.4050,-0.0417,-2.3222,4.4572,0.0057,-2.6715,0.0360,-0.0054,0.0345,1.4516
0.4060,-0.0417,-2.3261,4.4650,0.0057,-2.6754,0.0361,-0.0054,0.0345,1.4516
0.4070,-0.0418,-2.3299,4.4729,0.0057,-2.6793,0.0361,-0.0054,0.0345,1.4516
0.4080,-0.0418,-2.3338,4.4807,0.0057,-2.6833,0.0361,-0.0054,0.0345,1.4516
0.4090,-0.0418,-2.3376,4.4885,0.0057,-2.6872,0.0362,-0.0054,0.0345,1.4516
0.4100,-0.0418,-2.3415,4.4964,0.0057,-2.6911,0.0362,-0.0054,0.0345,1.4516
0.4110,-0.0419,-2.3454,4.5042,0.0057,-2.6950,0.0362,-0.0054,0.0345,1.4516
0.4120,-0.0419,-2.3492,4.5120,0.0057,-2.6989,0.0363,-0.0054,0.0345,1.4516
0.4130,-0.0419,-2.3530,4.5198,0.0057,-2.7028,0.0363,-0.0054,0.0345,1.4516
0.4140,-0.0420,-2.3569,4.5275,0.0057,-2.7067,0.0363,-0.0054,0.0345,1.4516
0.4150,-0.0420,-2.3607,4.5353,0.0057,-2.7105,0.0364,-0.0054,0.0345,1.4516
0.4160,-0.0420,-2.3646,4.5431,0.0057,-2.7144,0.0364,-0.0054,0.0345,1.4516
0.4170,-0.0421,-2.3684,4.5509,0.0056,-2.7183,0.0364,-0.0054,0.0345,1.4516
0.4180,-0.0421,-2.3722,4.5586,0.0056,-2.7222,0.0364,-0.0054,0.0345,1.4516
0.4190,-0.0421,-2.3760,4.5664,0.0056,-2.7261,0.0365,-0.0054,0.0345,1.4516
0.4200,-0.0421,-2.3799,4.5741,0.0056,-2.7299,0.0365,-0.0054,0.0345,1.4516
0.4210,-0.0422,-2.3837,4.5818,0.0056,-2.7338,0.0365,-0.0055,0.0345,1.4515
0.4220,-0.0422,-2.3875,4.5896,0.0056,-2.7376,0.0366,-0.0055,0.0345,1.4515
0.4230,-0.0422,-2.3913,4.5973,0.0056,-2.7415,0.0366,-0.0055,0.0345,1.4515
0.4240,-0.0423,-2.3951,4.6050,0.0056,-2.7453,0.0366,-0.0055,0.0345,1.4515
0.4250,-0.0423,-2.3989,4.6127,0.0056,-2.7492,0.0367,-0.0055,0.0345,1.4515
0.4260,-0.0423,-2.4027,4.6204,0.0056,-2.7530,0.0367,-0.0055,0.0345,1.4515
0.4270,-0.0423,-2.4065,4.6281,0.0056,-2.7569,0.0367,-0.0055,0.0345,1.4515
0.4280,-0.0424,-2.4103,4.6358,0.0056,-2.7607,0.0367,-0.0055,0.0345,1.4515
0.4290,-0.0424,-2.4141,4.6434,0.0056,-2.7645,0.0368,-0.0055,0.0345,1.4515
0.4300,-0.0424,-2.4179,4.6511,0.0056,-2.7684,0.0368,-0.0055,0.0345,1.4515
0.4310,-0.0425,-2.4217,4.6588,0.0056,-2.7722,0.0368,-0.0055,0.0345,1.4515
0.4320,-0.0425,-2.4254,4.6664,0.0056,-2.7760,0.0369,-0.0055,0.0345,1.4515
0.4330,-0.0425,-2.4292,4.6741,0.0056,-2.7798,0.0369,-0.0055,0.0345,1.4515
0.4340,-0.0425,-2.4330,4.6817,0.0056,-2.7836,0.0369,-0.0055,0.0345,1.4515
0.4350,-0.0426,-2.4367,4.6893,0.0056,-2.7875,0.0369,-0.0055,0.0345,1.4515
0.4360,-0.0426,-2.4405,4.6970,0.0056,-2.7913,0.0370,-0.0055,0.0345,1.4515
0.4370,-0.0426,-2.4443,4.7046,0.0056,-2.7951,0.0370,-0.0055,0.0345,1.4515
0.4380,-0.0427,-2.4480,4.7122,0.0056,-2.7989,0.0370,-0.0055,0.0345,1.4515
0.4390,-0.0427,-2.4518,4.7198,0.0056,-2.8026,0.0371,-0.0055,0.0345,1.4515
0.4400,-0.0427,-2.4555,4.7274,0.0056,-2.8064,0.0371,-0.0055,0.0345,1.4515
0.4410,-0.0427,-2.4593,4.7350,0.0056,-2.8102,0.0371,-0.0055,0.0345,1.4515
0.4420,-0.0428,-2.4630,4.7425,0.0056,-2.8140,0.0372,-0.0055,0.0345,1.4515
0.4430,-0.0428,-2.4668,4.7501,0.0056,-2.8178,0.0372,-0.0055,0.0345,1.4515
0.4440,-0.0428,-2.4705,4.7577,0.0056,-2.8216,0.0372,-0.0055,0.0345,1.4515
0.4450,-0.0429,-2.4742,4.7652,0.0056,-2.8253,0.0372,-0.0055,0.0345,1.4515
0.4460,-0.0429,-2.4780,4.7728,0.0056,-2.8291,0.0373,-0.0055,0.0345,1.4515
0.4470,-0.0429,-2.4817,4.7803,0.0056,-2.8329,0.0373,-0.0055,0.0345,1.4515
0.4480,-0.0429,-2.4854,4.7879,0.0056,-2.8366,0.0373,-0.0055,0.0345,1.4515
0.4490,-0.0430,-2.4891,4.7954,0.0056,-2.8404,0.0373,-0.0055,0.0345,1.4515
0.4500,-0.0430,-2.4929,4.8029,0.0056,-2.8441,0.0374,-0.0055,0.0345,1.4515
0.4510,-0.0430,-2.4966,4.8104,0.0056,-2.8479,0.0374,-0.0055,0.0345,1.4515
0.4520,-0.0430,-2.5003,4.8179,0.0056,-2.8516,0.0374,-0.0055,0.0345,1.4514
0.4530,-0.0431,-2.5040,4.8254,0.0056,-2.8554,0.0375,-0.0055,0.0345,1.4514
0.4540,-0.0431,-2.5077,4.8329,0.0056,-2.8591,0.0375,-0.0055,0.0345,1.4514
0.4550,-0.0431,-2.5114,4.8404,0.0056,-2.8628,0.0375,-0.0056,0.0345,1.4514
0.4560,-0.0432,-2.5151,4.8479,0.0056,-2.8666,0.0375,-0.0056,0.0345,1.4514
0.4570,-0.0432,-2.5188,4.8554,0.0056,-2.8703,0.0376,-0.0056,0.0345,1.4514
0.4580,-0.0432,-2.5225,4.8628,0.0056,-2.8740,0.0376,-0.0056,0.0345,1.4514
0.4590,-0.0432,-2.5261,4.8703,0.0056,-2.8777,0.0376,-0.0056,0.0345,1.4514
0.4600,-0.0433,-2.5298,4.8777,0.0056,-2.8814,0.0377,-0.0056,0.0345,1.4514
0.4610,-0.0433,-2.5335,4.8852,0.0056,-2.8851,0.0377,-0.0056,0.0345,1.4514
0.4620,-0.0433,-2.5372,4.8926,0.0056,-2.8888,0.0377,-0.0056,0.0345,1.4514
0.4630,-0.0433,-2.5409,4.9000,0.0056,-2.8926,0.0377,-0.0056,0.0345,1.4514
0.4640,-0.0434,-2.5445,4.9075,0.0056,-2.8963,0.0378,-0.0056,0.0345,1.4514
0.4650,-0.0434,-2.5482,4.9149,0.0056,-2.8999,0.0378,-0.0056,0.0345,1.4514
0.4660,-0.0434,-2.5519,4.9223,0.0056,-2.9036,0.0378,-0.0056,0.0345,1.4514
0.4670,-0.0434,-2.5555,4.9297,0.0056,-2.9073,0.0378,-0.0056,0.0345,1.4514
0.4680,-0.0435,-2.5592,4.9371,0.0056,-2.9110,0.0379,-0.0056,0.0345,1.4514
0.4690,-0.0435,-2.5628,4.9445,0.0056,-2.9147,0.0379,-0.0056,0.0345,1.4514
0.4700,-0.0435,-2.5665,4.9519,0.0056,-2.9184,0.0379,-0.0056,0.0345,1.4514
0.4710,-0.0435,-2.5701,4.9592,0.0056,-2.9220,0.0380,-0.0056,0.0345,1.4514
0.4720,-0.0436,-2.5738,4.9666,0.0056,-2.9257,0.0380,-0.0056,0.0345,1.4514
0.4730,-0.0436,-2.5774,4.9740,0.0056,-2.9294,0.0380,-0.0056,0.0345,1.4514
0.4740,-0.0436,-2.5810,4.9813,0.0056,-2.9331,0.0380,-0.0056,0.0345,1.4514
0.4750,-0.0436,-2.5847,4.9887,0.0056,-2.9367,0.0381,-0.0056,0.0345,1.4514
0.4760,-0.0437,-2.5883,4.9960,0.0056,-2.9404,0.0381,-0.0056,0.0345,1.4514
0.4770,-0.0437,-2.5919,5.0033,0.0056,-2.9440,0.0381,-0.0056,0.0345,1.4514
0.4780,-0.0437,-2.5956,5.0107,0.0056,-2.9477,0.0381,-0.0056,0.0345,1.4514
0.4790,-0.0437,-2.5992,5.0180,0.0056,-2.9513,0.0382,-0.0056,0.0345,1.4514
0.4800,-0.0438,-2.6028,5.0253,0.0056,-2.9550,0.0382,-0.0056,0.0345,1.4514
0.4810,-0.0438,-2.6064,5.0326,0.0056,-2.9586,0.0382,-0.0056,0.0345,1.4514
0.4820,-0.0438,-2.6100,5.0399,0.0056,-2.9622,0.0382,-0.0056,0.0345,1.4513
0.4830,-0.0438,-2.6136,5.0472,0.0056,-2.9659,0.0383,-0.0056,0.0345,1.4513
0.4840,-0.0439,-2.6172,5.0545,0.0056,-2.9695,0.0383,-0.0056,0.0345,1.4513
0.4850,-0.0439,-2.6208,5.0618,0.0056,-2.9731,0.0383,-0.0056,0.0345,1.4513
0.4860,-0.0439,-2.6244,5.0690,0.0056,-2.9767,0.0384,-0.0056,0.0345,1.4513
0.4870,-0.0439,-2.6280,5.0763,0.0056,-2.9804,0.0384,-0.0056,0.0345,1.4513
0.4880,-0.0440,-2.6316,5.0836,0.0056,-2.9840,0.0384,-0.0056,0.0345,1.4513
0.4890,-0.0440,-2.6352,5.0908,0.0056,-2.9876,0.0384,-0.0057,0.0345,1.4513
0.4900,-0.0440,-2.6388,5.0981,0.0056,-2.9912,0.0385,-0.0057,0.0345,1.4513
0.4910,-0.0440,-2.6424,5.1053,0.0056,-2.9948,0.0385,-0.0057,0.0345,1.4513
0.4920,-0.0441,-2.6460,5.1125,0.0056,-2.9984,0.0385,-0.0057,0.0345,1.4513
0.4930,-0.0441,-2.6495,5.1198,0.0056,-3.0020,0.0385,-0.0057,0.0345,1.4513
0.4940,-0.0441,-2.6531,5.1270,0.0056,-3.0056,0.0386,-0.0057,0.0345,1.4513
0.4950,-0.0441,-2.6567,5.1342,0.0056,-3.0092,0.0386,-0.0057,0.0345,1.4513
0.4960,-0.0442,-2.6602,5.1414,0.0056,-3.0128,0.0386,-0.0057,0.0345,1.4513
0.4970,-0.0442,-2.6638,5.1486,0.0056,-3.0163,0.0386,-0.0057,0.0345,1.4513
0.4980,-0.0442,-2.6674,5.1558,0.0056,-3.0199,0.0387,-0.0057,0.0345,1.4513
0.4990,-0.0442,-2.6709,5.1630,0.0056,-3.0235,0.0387,-0.0057,0.0345,1.4513
0.5000,-0.0443,-2.6745,5.1702,0.0056,-3.0271,0.0387,-0.0057,0.0345,1.4513
0.5010,-0.0443,-2.6780,5.1773,0.0056,-3.0306,0.0387,-0.0057,0.0345,1.4513
0.5020,-0.0443,-2.6816,5.1845,0.0056,-3.0342,0.0388,-0.0057,0.0345,1.4513
0.5030,-0.0443,-2.6851,5.1917,0.0056,-3.0378,0.0388,-0.0057,0.0345,1.4513
0.5040,-0.0444,-2.6887,5.1988,0.0055,-3.0413,0.0388,-0.0057,0.0345,1.4513
0.5050,-0.0444,-2.6922,5.2060,0.0055,-3.0449,0.0388,-0.0057,0.0345,1.4513
0.5060,-0.0444,-2.6958,5.2131,0.0055,-3.0484,0.0389,-0.0057,0.0345,1.4513
0.5070,-0.0444,-2.6993,5.2203,0.0055,-3.0520,0.0389,-0.0057,0.0345,1.4513
0.5080,-0.0444,-2.7028,5.2274,0.0055,-3.0555,0.0389,-0.0057,0.0345,1.4513
0.5090,-0.0445,-2.7063,5.2345,0.0055,-3.0591,0.0389,-0.0057,0.0345,1.4513
0.5100,-0.0445,-2.7099,5.2416,0.0055,-3.0626,0.0390,-0.0057,0.0345,1.4513
0.5110,-0.0445,-2.7134,5.2487,0.0055,-3.0662,0.0390,-0.0057,0.0345,1.4513
0.5120,-0.0445,-2.7169,5.2558,0.0055,-3.0697,0.0390,-0.0057,0.0345,1.4512
0.5130,-0.0446,-2.7204,5.2629,0.0055,-3.0732,0.0390,-0.0057,0.0345,1.4512
0.5140,-0.0446,-2.7239,5.2700,0.0055,-3.0767,0.0391,-0.0057,0.0345,1.4512
0.5150,-0.0446,-2.7274,5.2771,0.0055,-3.0803,0.0391,-0.0057,0.0345,1.4512
